ID,Address,Business Type,Company Name,Local Authorities,Products Sold,Status
3935,"50 Albany Street,  EH1 3QR",Mobile Trade,GKY Wholesale,Edinburgh City,Tobacco Only,Active
3936,"25 Gibson Street, Barrowland G40 2LA",Other Retail,Glasgow Cafe,Glasgow City,Tobacco Only,Active
3937,"470 Great Western Road,  G12 8EW",Convenience Store,The Co-operative Group Food Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
3938,"260 Argyle Street,  G2 8QW",Convenience Store,The Co-operative Group Food Ltd,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
3939,"Crown Street, Gorbals G5 9XR",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
3940,"14 Norby Road,  G11 7BN",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
3941,"123 Sauchiehall Street,  G2 3DD",Convenience Store,The Co-operative Group Food Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
3942,"132 Union Street,  G1 3QQ",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
3943,"Glasgow Green,  G1 5DB",Entertainment Venue,DF Concerts Ltd,Glasgow City,Tobacco Only,Active
3944,"380-382 Victoria Road,  G42 8YP",Other Retail,glasgow green grocers,Glasgow City,Tobacco Only,Active
3945,"1, WILLIAM STREET,  G3 8HT",Hotel,Sanderson Vending Limited t/a Select Vending,Glasgow City,Tobacco Only,Active
3946,"9 St. Vincent Street,  G1 3DW",Convenience Store,JTI,Glasgow City,Tobacco Only,Active
3947,"West End, Glasgow Park,  G3 7PQ",Convenience Store,The Co-operative Group Food Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
3948,"21 Glasgow Street,  DG2 9AF",Other Catering,Glasgow Street Bakery,Dumfries and Galloway,Tobacco Only,Active
3949,"Onyx Wholesale Ltd, 78 Wallace Street G5 8DU",Bulk Suppliers,onyx wholesale,Glasgow City,Nicotine Vapour Products Only,Active
3950,"2 glass crescent, west lothian EH52 6SL",Convenience Store,glass mini market,West Lothian,Tobacco Only,Active
3951,"3a, miller street ML10 6TD",Convenience Store,michell mcniven,South Lanarkshire,Tobacco Only,Inactive
3952,"Broad Street,  KY4 8HQ",Forecourt Garage,Gleaner Oils Ltd,Fife,Tobacco And Nicotine Vapour Products,Active
3953,"11a Glebe Avenue,  EH52 6DU",Convenience Store,Glebe Store,West Lothian,Tobacco Only,Active
3954,"scoonie road,  KY8 4SB",Other Catering,glen cafe,Fife,Tobacco Only,Active
3955,"46B STIRLING STREET,  FK12 5EB",Convenience Store,GLEN GROCERIES LTD,Clackmannanshire,Tobacco And Nicotine Vapour Products,Active
3956,"Scoonie Road,  KY8 4SE",Convenience Store,Glen Grocers,Fife,Tobacco And Nicotine Vapour Products,Active
3957,"Glen Nevis Holidays, Glen Nevis PH33 6SX",Other Retail,Glen Nevis Holidays Ltd,Highland,Tobacco Only,Active
3958,"47 Bighty Avenue,  KY7 5AD",Confectionary / Tobacconist / Newsagents,Glen news,Fife,Tobacco And Nicotine Vapour Products,Active
3959,"Glen Crescent, Glen Village FK1 2AQ",Convenience Store,Glen Village Post Office,Falkirk,Tobacco Only,Inactive
3960,"Mossdale,  DG7 2NF",Convenience Store,Glenafton Stores,Dumfries and Galloway,Tobacco Only,Active
3961,"Glenbarr,  PA29 6UT",Convenience Store,Glenbarr Stores,Argyll and Bute,Tobacco Only,Inactive
3962,"Glenbarr,  PA29 6UT",Confectionary / Tobacconist / Newsagents,Glenbarr Stores Ltd,Argyll and Bute,Tobacco Only,Active
3963,"Glenbervie Clubhouse, Stirling Road FK5 4SK",Sports Club,Glenbervie Golf Club Ltd,Falkirk,Tobacco Only,Inactive
3964,"45 a main street, glenboig ML6 9PH",Other Catering,glenboig takeaway,North Lanarkshire,Tobacco Only,Inactive
3965,"35d, Glenburn Road,  KA9 2NS",Private Club,Glenburn Miners Welfare Club,South Ayrshire,Tobacco Only,Active
3966,"15 Bridge Street, DUMBARTON G82 1NY",Public House,BELHAVEN LEASED PUBS,West Dunbartonshire,Tobacco Only,Active
3967,"Front Street, Glencaple DG1 4RD",Convenience Store,Lady Mary Mumford,Dumfries and Galloway,Tobacco Only,Active
3968,"Carncoch, Glencoe PH49 4HS",Convenience Store,Acaman Properties Ltd T/A Glencoe Nisa,Highland,Tobacco And Nicotine Vapour Products,Active
3969,"17 High Street,  AB56 1AL",Other Retail,NICKEL AND DIME LTD,Moray,Nicotine Vapour Products Only,Active
3970,"2 Lephin, Glendale IV55 8WJ",Convenience Store,Holmisdale Partners,Highland,Tobacco And Nicotine Vapour Products,Active
3971,"Linlithgow road, Winchburgh EH52 6PX",Forecourt Garage,Avon murco,West Lothian,Tobacco Only,Inactive
3972,"Linlith, Winchburgh EH52 6PX",Forecourt Garage,Selvanayagam Jeyaseelan,West Lothian,Tobacco And Nicotine Vapour Products,Active
3973,"Glenelg Shop,  IV40 8JR",Convenience Store,Glenelg Shop,Highland,Tobacco Only,Active
3974,"Glenfarg Village Store, Ladeside PH2 9NZ",Convenience Store,Glenfarg Village Store,Perth and Kinross,Tobacco Only,Active
3975,"31 main road, glengarnock KA14 3AA",Convenience Store,glengarnock stores,North Ayrshire,Tobacco Only,Active
3976,"The Filling Station,  PH35 4HL",Forecourt Garage,Gleaner Oils Ltd,Highland,Tobacco And Nicotine Vapour Products,Active
3977,"102 Glengarry Road,  PH2 0AB",Convenience Store,GG RETAIL LTD,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
3978,"25 New Street,  PA10 2LN",Public House,Glenleven Weavers Ltd,Renfrewshire,Tobacco Only,Inactive
3979,"17 Main Street,  DG8 0PN",Convenience Store,Glenluce Post Office and Store,Dumfries and Galloway,Tobacco Only,Active
3980,"Glenlyon Post Office, Bridge of Balgie PH15 2PP",Convenience Store,"Glenlyon Post Office, Shop and Tearoom",Perth and Kinross,Tobacco Only,Active
3981,"114, coatbridge road ML6 0NL",Convenience Store,glenmavis stores,North Lanarkshire,Tobacco Only,Inactive
3982,"51 Gideon Street, BATHGATE EH48 4HB",Public House,BELHAVEN LEASED PUBS,West Lothian,Tobacco Only,Active
3983,"1 Glenmore, Whitburn EH47 8NP",Convenience Store,Glenmore Mini Market,West Lothian,Tobacco Only,Inactive
3984,"Glenmore Mini Market, 1 Glenmore, Whitburn EH47 8NP",Convenience Store,Glenmore Mini Market,West Lothian,Tobacco Only,Active
3985,"Glenmore Mountain Shop, Glenmore PH22 1QU",Convenience Store,Glenmore Shop,Highland,Tobacco Only,Inactive
3986,"Skye Road, Invermoriston IV63 7YA",Hotel,Glenmoriston Arms Hotel,Highland,Tobacco Only,Active
3987,"Glenmoriston Buildings, Invermoriston IV63 7YA",Convenience Store,Glenmoriston Stores Ltd,Highland,Tobacco Only,Active
3988,"9 High Street,  EH45 8AG",Off-Licence,Glenross Whiskies Ltd,Scottish Borders,Tobacco Only,Inactive
3989,"B & M Bargains Ltd, Flemington Road KY7 5QF",Other Retail,B&M RETAIL,Fife,Nicotine Vapour Products Only,Active
3990,"Woodside Road,  KY7 4AF",Convenience Store,The Co-operative Group Food Ltd,Fife,Tobacco And Nicotine Vapour Products,Active
3991,"Caskieberran Road,  KY6 2NR",Entertainment Venue,KE Snooker Ltd,Fife,Tobacco Only,Active
3992,"Spar Stores, 262-264 Clepington Road DD3 8DY",Convenience Store,Glens Convenience Store,Dundee City,Tobacco And Nicotine Vapour Products,Active
3993,"262-264 clepington road,  DD3 8DY",Convenience Store,jk business solutions,Dundee City,Tobacco Only,Inactive
3994,"Glenuig, Lochailort PH38 4NG",Convenience Store,Gelnuig Community Shop,Highland,Tobacco Only,Active
3995,"51-59 Glenvarlock Crescent,  EH16 4AS",Off-Licence,Glenvarlock Mini Market,Edinburgh City,Tobacco Only,Active
3996,"3 old dumbarton road,  G3 8QY",Off-Licence,glg,Glasgow City,Tobacco Only,Active
3997,"95 South Bridge , Edinburgh , Scotland , U.K,  EH1 1HN",Confectionary / Tobacconist / Newsagents,Global News,Edinburgh City,Tobacco Only,Active
3998,"Fair Deal City Spice, 371 George Street AB25 1EQ",Convenience Store,FAIR DEAL CITY SPICE LIMITED,Aberdeen City,Nicotine Vapour Products Only,Active
3999,"13 Niddry Street,  EH1 1LG",Public House,Bruce Taverns,Edinburgh City,Tobacco Only,Active
4000,"169 BRUNTSFIELD PLACE,  EH10 4DG",Other Catering,Globetrotter,Edinburgh City,Tobacco Only,Active
4001,"19-21 high street, bonnyrigg EH19 2DA",Other Catering,gloria's fast food takeaway,Midlothian,Tobacco Only,Active
4002,"238 high street ,  KA7 1RL",Confectionary / Tobacconist / Newsagents,Gm news,South Ayrshire,Tobacco And Nicotine Vapour Products,Active
4003,"G M Phone Repairs, 16 La Porte Precinct FK3 8AS",Other Retail,Gm Phone Repairs,Falkirk,Nicotine Vapour Products Only,Active
4004,"3 Stockethill Crescent,  AB16 5TT",Confectionary / Tobacconist / Newsagents,GMC Stores,Aberdeen City,Tobacco Only,Inactive
4005,"9K Darroch Way, Seafar G67 1PY",Off-Licence,GN Market,North Lanarkshire,Tobacco Only,Inactive
4006,"Main Street, Gifford EH41 4QH",Hotel,Cherwell Tobacco,East Lothian,Tobacco Only,Active
4007,"22-30 St Germain Street,  KA5 6RQ",Convenience Store,"Gogy,s Mini Market",East Ayrshire,Tobacco And Nicotine Vapour Products,Active
4008,"22-30 Saint Germain Street, 22-30. Saint Germain Street, Catrine KA5 6RQ",Convenience Store,Mauchline Superstore ,East Ayrshire,Tobacco And Nicotine Vapour Products,Active
4009,"22/30 St Germain Street,  KA5 6RQ",Convenience Store,Gogy's Mini Market,East Ayrshire,Tobacco Only,Active
4010,"30-32 Barleyknowe Street,  EH23 4FH",Convenience Store,Gojra Grocer,Midlothian,Tobacco Only,Active
4011,"61 High Street,  AB43 6NF",Other Catering,Lorraine Miller T/A Gold 'n' Crispy,Aberdeenshire,Tobacco Only,Inactive
4012,"3 callendar road,  FK1 1XS",Other Catering,goldenbird,Falkirk,Tobacco Only,Inactive
4013,"53 cowane street,  FK8 1JP",Other Catering,Teven Ltd,Stirling,Tobacco Only,Active
4014,"354 Tollcross road, Tollcross G31 4XR",Other Catering,Golden Cafe,Glasgow City,Tobacco Only,Active
4015,"9 elmbank terrace,  AB24 3PW",Other Catering,china kingdom  ltd,Aberdeen City,Tobacco Only,Inactive
4016,"2 Stepps Road,  G66 5DH",Public House,Stoatin Inns Ltd,North Lanarkshire,Tobacco Only,Inactive
4017,"2 Stepps Road, Auchinloch G66 5DH",Public House,SAJ (Scotland) Ltd,North Lanarkshire,Tobacco Only,Inactive
4018,"The Golden Rule, 30 Yeaman Place EH11 1BT",Public House,Caledonian Heritable Ltd,Edinburgh City,Tobacco Only,Active
4019,"North Balnagask Road, Torry, ABERDEEN AB11 8LH",Public House,BELHAVEN LEASED PUBS,Aberdeen City,Tobacco Only,Active
4020,"60c Inverleith row,  EH3 5PX",Convenience Store,Goldenacre mini market(Best One),Edinburgh City,Tobacco Only,Active
4021,"Arch 1, Palmerston Road AB11 5RE",Specialist Tobacconists,Goldfish Industries Limited,Aberdeen City,Tobacco Only,Active
4022,"109 High Street,  EH39 4HD",Public House,Golfers Rest,East Lothian,Tobacco Only,Active
4023,"Post Office, 26 Perth Road, Scone PH2 6JJ",Convenience Store,Henna Naeem,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
4024,"Main Street,  KW10 6RA",Convenience Store,The Co-operative Group Food Ltd,Highland,Tobacco And Nicotine Vapour Products,Active
4025,"6 laburnum road,  KY8 2EZ",Convenience Store,GOOD DEAL,Fife,Tobacco Only,Inactive
4026,"28 lt sales avenue,  KY11 9GB",Convenience Store,good news dalgety bay,Fife,Tobacco Only,Inactive
4027,"416 Victoria Road, Crosshill G42 8XS",Confectionary / Tobacconist / Newsagents,Good News,Glasgow City,Tobacco Only,Active
4028,"Good News, 101 Broad Street KY4 8JR",Convenience Store,Shop & Save Ltd (Greetings),Fife,Tobacco And Nicotine Vapour Products,Active
4029,"1952 Dumbarton Road,  G14 0HH",Convenience Store,Good News Newsagents,Glasgow City,Tobacco Only,Active
4030,"113, Links Street KY1 1QL",Supermarket and Other Retail Outlets,Good News Supermarket,Fife,Tobacco Only,Inactive
4031,"Victoria Road,  KY8 4EU",Convenience Store,Good News Supermarket,Fife,Tobacco Only,Inactive
4032,"6 laburnum road,  KY8 2EZ",Convenience Store,gooddeal daytoday thonrton,Fife,Tobacco And Nicotine Vapour Products,Active
4033,"47 main street ,  KY1 4AG",Convenience Store,gooddeal daytoday thonrton,Fife,Tobacco And Nicotine Vapour Products,Active
4034,"2a paterson street,  KA8 9HA",Supermarket and Other Retail Outlets,goodies news,East Ayrshire,Tobacco Only,Active
4035,"2 Paterson Street,  KA8 9HK",Convenience Store,Goodies off licence,South Ayrshire,Tobacco And Nicotine Vapour Products,Active
4036,"14 balbirnie st,  KY7 6DB",Convenience Store,goodnews,Fife,Tobacco Only,Inactive
4037,"122, city road DD2 2PW",Confectionary / Tobacconist / Newsagents,goodnews,Dundee City,Tobacco Only,Inactive
4038,"101 Broad Street,  KY4 8JR",Convenience Store,Good News Cowdenbeath Limited,Fife,Tobacco Only,Inactive
4039,"98-104 park road,  KY11 2JL",Convenience Store,goodnews supermarket,Fife,Tobacco Only,Active
4040,"113 Links Street,  KY1 1QL",Off-Licence,Goodnews USave Ltd,Fife,Tobacco And Nicotine Vapour Products,Active
4041,"40-48 Union Street,  G1 3QX",Public House,Mitchells & Butlers Retail No 1,Glasgow City,Tobacco Only,Active
4042,"350 New Edinburgh Rd,  ML4 3HH",Forecourt Garage,Gopal Motors Ltd,North Lanarkshire,Tobacco Only,Active
4043,"12 St Ninian Terrace, Gorbals G5 0RJ",Other Retail,Gorbals Post Office,Glasgow City,Tobacco Only,Active
4044,"Houbie, Fetlar ZE2 9DJ",Convenience Store,Gord,Shetland Islands,Tobacco Only,Active
4045,"George House,, Boroughbriggs Road IV30 1JY",Bulk Suppliers,Gordon & MacPhail,Moray,Tobacco Only,Active
4046,"58-60 South Street,  IV30 1JY",Off-Licence,Gordon & MacPhail,Moray,Tobacco Only,Active
4047,"Ship House, Lamlash KA27 8LT",Confectionary / Tobacconist / Newsagents,Gordon Brothers,North Ayrshire,Tobacco Only,Active
4048,"The Ship House, Lamlash KA27 8LT",Confectionary / Tobacconist / Newsagents,James Gordon Brothers,North Ayrshire,Tobacco And Nicotine Vapour Products,Active
4049,"31, Boyd St KA30 8LE",Confectionary / Tobacconist / Newsagents,Kirsty Russell T/A Gordons Dairys,North Ayrshire,Tobacco Only,Inactive
4050,"11 Baird Drive, Bargarran PA8 6BA",Mobile Trade,"Gordon,s Ices",Renfrewshire,Tobacco Only,Active
4051,"Main Street,  TD3 6JW",Convenience Store,Gordon's Little Shop,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
4052,"306 main street, camelon FK1 4EG",Off-Licence,Gordon's newsagents,Falkirk,Tobacco And Nicotine Vapour Products,Active
4053,"2 Main Street,  EH23 4BY",Public House,Cherwell Tobacco,Midlothian,Tobacco Only,Active
4054,"261/263 gorgie road,  EH11 1TX",Confectionary / Tobacconist / Newsagents,gorgie cards and gifts limited,Edinburgh City,Tobacco Only,Inactive
4055,"214, gorgie road EH11 2PN",Off-Licence,gorgie mini market,Edinburgh City,Tobacco Only,Active
4056,"Unit 22 springburn shopping , Unit 22, Springburn Shopping Centre, 230 Springburn Way G21 1TS",Other Retail,Zee accessories ltd,"East Ayrshire, South Ayrshire",Nicotine Vapour Products Only,Active
4057,"113 hope street,  G2 6LL",Other Retail,the roll patrol,Glasgow City,Tobacco Only,Active
4058,"Main Street,  EH47 0JB",Convenience Store,Mr Ashraf & Mrs Surraya T/A Gothenburg Convenience Store,West Lothian,Tobacco And Nicotine Vapour Products,Active
4059,"West Main Street, Armadale EH48 3JB",Public House,Cherwell Tobacco,West Lothian,Tobacco Only,Active
4060,"Main Street, Fallin FK7 7NA",Public House,Fallin Public House Society Ltd,Stirling,Tobacco Only,Inactive
4061,"97 Shore Street,  PA19 1RB",Convenience Store,The Co-operative Group Food Ltd,Inverclyde,Tobacco And Nicotine Vapour Products,Active
4062,"56 shaw street,  G51 3BL",Convenience Store,GOVEN GROCERY/NEWS/TOBACCO,Glasgow City,Tobacco Only,Active
4063,"1215 Govan Road,  G51 4PG",Convenience Store,Jasman Grocers Limited,Glasgow City,Tobacco And Nicotine Vapour Products,Active
4064,"207 copland road, ibrox G51 2UR",Confectionary / Tobacconist / Newsagents,govan super store,Glasgow City,Tobacco Only,Active
4065,"432 Cathcart Road,  G42 7BZ",Off-Licence,Govanhill Superstore,Glasgow City,Tobacco Only,Active
4066,"Greenhill Road,  AB42 1DQ",Other Retail,GP Shipping Services Ltd,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
4067,"1/3 SOUTHOUSE BROADWAY, GRACEMOUNT EH17 8DR",Convenience Store,NEWCO (UK) LTD,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
4068,"40 Grahams Road,  FK1 1HR",Hotel,Cherwell Tobacco,Falkirk,Tobacco Only,Inactive
4069,"graham street news,  DD4 9AH",Convenience Store,graham street news,Dundee City,Tobacco Only,Inactive
4070,"25 Graham Street,  PA5 8QZ",Confectionary / Tobacconist / Newsagents,Graham Street Newsagent,Renfrewshire,Tobacco Only,Active
4071,"14 Graham Street,  DD4 9AH",Convenience Store,Zain & Zaara Investments Ltd,Dundee City,Tobacco And Nicotine Vapour Products,Active
4072,"250 GLASGOW ROAD,  G72 0AB",Other Catering,cab fastfood ltd,South Lanarkshire,Tobacco Only,Inactive
4073,"130 Grahams Road,  FK2 7BZ",Confectionary / Tobacconist / Newsagents,Grahams Newsagents,Falkirk,Tobacco Only,Active
4074,"Main Street,  PA35 1JE",Convenience Store,Robert Graham (Grocers) Limited,Argyll and Bute,Tobacco And Nicotine Vapour Products,Active
4075,"23 Main Street, Kirkcowan DG8 0HQ",Hotel,Craighlaw Arms Hotel,Dumfries and Galloway,Tobacco Only,Active
4076,"95 Grampian Way, Eastfield G68 9NN",Confectionary / Tobacconist / Newsagents,Muneeb Stores,North Lanarkshire,Tobacco Only,Inactive
4077,"95 grampian way, eastfield G68 9NN",Off-Licence,hornbeam stores,North Lanarkshire,Tobacco Only,Inactive
4078,"Grampian stores, 95 Grampian Way, Cumbernauld G68 9NN",Convenience Store,Hornbeam stores,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
4079,"10 Kilmarnock Road,  G41 3NH",Public House,Mitchells & Butlers Retail No 1,Glasgow City,Tobacco Only,Active
4080,"Carmondean Centre, Carmondean Road EH54 8PT",Public House,F & M Cortellessa (Entertainment) Ltd,West Lothian,Tobacco Only,Active
4081,"Grand Cru, 79-83 Hanover Street EH2 1EE",Nightclub,Eklypse Security Ltd,Edinburgh City,Tobacco Only,Active
4082,"Unit 1 Crombi house, Grandholm crescent AB22 8BD",Convenience Store,Jns brothers limited,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
4083,"4 Princes Street, Monifieth DD5 4AW",Sports Club,Monifieth Grange Golf Company,Angus,Tobacco Only,Active
4084,"17, salisbury place EH9 1SL",Other Retail,grange po,Edinburgh City,Tobacco Only,Active
4085,"58, Irvine Road KA1 2JW",Forecourt Garage,GS Kilmarnock,East Ayrshire,Tobacco Only,Active
4086,"Izzat avenue ,  KY11 3BB",Convenience Store,Grange Store/ Izatt LTD,Fife,Tobacco And Nicotine Vapour Products,Active
4087,"Izatt Avenue,  KY11 3BB",Convenience Store,Grange Stores,Fife,Tobacco Only,Inactive
4088,"UNIT 10 La Porte Precinct, Talbot Street KF3 8HU",Other Retail,B&M RETAIL,Falkirk,Nicotine Vapour Products Only,Active
4089,"115/117 Dower House, Grangepans EH51 9PH",Convenience Store,Grangepans Convenience Store,Falkirk,Tobacco And Nicotine Vapour Products,Active
4090,"14, grangepans EH51 9PA",Convenience Store,grangepans premier,Falkirk,Tobacco And Nicotine Vapour Products,Active
4091,"1 Crombie House, Granholm Crescent AB22 8BD",Convenience Store,Granholm mini market,Aberdeen City,Tobacco Only,Inactive
4092,"47 regent quay,  AB11 5BE",Specialist Tobacconists,Madmen Ltd,Aberdeen City,Nicotine Vapour Products Only,Active
4093,"Madmen Ltd, 19 Greenfern Road AB16 5PZ",Other Retail,Madmen Ltd,Aberdeen City,Nicotine Vapour Products Only,Active
4094,"90 Boglemart Street, Stevenson KA20 3JL",Public House,Grant Arms,North Ayrshire,Tobacco Only,Active
4095,"31 grant street, cullen AB56 4RS",Hotel,Grant Arms Hotel,Moray,Tobacco Only,Active
4096,"North Road,  ZE1 0NT",Forecourt Garage,Grantfield garage,Shetland Islands,Tobacco Only,Inactive
4097,"56 granton road edingburgh,  EH5 3QU",Convenience Store,granton road mini market,Edinburgh City,Tobacco Only,Active
4098,"grantown news, 64 high street PH26 3EH",Confectionary / Tobacconist / Newsagents,grantown news,Highland,Tobacco Only,Inactive
4099,"Grantown News, 64 High Street PH26 3EH",Confectionary / Tobacconist / Newsagents,J &M NEWSAGENTS LTD,Highland,Tobacco And Nicotine Vapour Products,Active
