ID,Address,Business Type,Company Name,Local Authorities,Products Sold,Status
7092,"102 high street,  DD10 8JE",Off-Licence,montrose partytime,Angus,Tobacco And Nicotine Vapour Products,Active
7093,"36-38 High Street,  DD10 8JL",Supermarket and Other Retail Outlets,The Original Factory Shop,Angus,Tobacco And Nicotine Vapour Products,Active
7094,"16, St Andrew Street DG7 1DE",Public House,Monty's Bar,Dumfries and Galloway,Tobacco Only,Active
7095,"19 langside place,  G41 3DL",Convenience Store,monument grocers,Glasgow City,Tobacco Only,Active
7096,"1 Greenside Place,  EH1 3AA",Nightclub,Mood Nightclubs Ltd,Edinburgh City,Tobacco Only,Inactive
7097,"19 Blackwoods Crescent, Moodiesburn G69 0EN",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7098,"71 Glenmanor Avenue, Moodiesburn G69 0LB",Convenience Store,Moodiesburn essential store,North Lanarkshire,Tobacco Only,Inactive
7099,"192 Dalkeith Road,  EH16 5DU",Convenience Store,Moon Convenience Store,Edinburgh City,Tobacco Only,Inactive
7100,"3/5 Mayfield Place,  EH22 5EE",Confectionary / Tobacconist / Newsagents,Moon Newsagent,Midlothian,Tobacco Only,Active
7101,"14-16 polton street,  EH19 3HA",Convenience Store,moon supermarket,Midlothian,Tobacco Only,Active
7102,"4 Lochalsh Court,  IV3 8GX",Confectionary / Tobacconist / Newsagents,MOONEYS CONVIENCE STORE,Highland,Tobacco And Nicotine Vapour Products,Active
7103,"Moonshine Vapes, 8 West High Street DD8 1BB",Other Retail,Moonshine Vapes ,Angus,Nicotine Vapour Products Only,Active
7104,"254 King Street,  DG7 1HA",Other Catering,W&M Moore & Son,Dumfries and Galloway,Tobacco Only,Active
7105,"Gatehead Road,  KA2 0AH",Forecourt Garage,Moorfield Garage,East Ayrshire,Tobacco Only,Active
7106,"56-60 moorfield avenue ,  PA14 5XT",Convenience Store,Birkmyre store,Inverclyde,Tobacco And Nicotine Vapour Products,Active
7107,"Post Office, 1 Porterfield Road PA4 8JB",Confectionary / Tobacconist / Newsagents,Compare UK LTD,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
7108,"School Road, Kilbirnie KA25 7LD",Hotel,Moorpark House Hotel,North Ayrshire,Tobacco Only,Inactive
7109,"saline street,  ML6 9BE",Mobile Trade,moran ices,North Lanarkshire,Tobacco Only,Active
7110,"Morangie Road,  IV19 1PY",Forecourt Garage,Gleaner Oils Ltd,Highland,Tobacco And Nicotine Vapour Products,Active
7111,"Morangie Road,  IV19 1PY",Hotel,shearer hotels,Highland,Tobacco Only,Inactive
7112,"HIGH STREET,  AB56 4AD",Forecourt Garage,MORAVIAN MOTORS,Moray,Tobacco Only,Inactive
7113,"Moray Golf Club, Stotfield Road IV31 6QS",Private Club,Moray Golf Club,Moray,Tobacco Only,Inactive
7114,"Unit 8, The Paisley Centre, 23 High Street PA1 2AQ",Other Retail,More for pound ltd,East Renfrewshire,Tobacco And Nicotine Vapour Products,Active
7115,"Village Shop, Main Street, Morebattle TD5 8QG",Convenience Store,Morebattle community shop ltd,Scottish Borders,Tobacco Only,Active
7116,"Main Street, Morebattle TD5 8QG",Convenience Store,Morebattle Village Shop,Scottish Borders,Tobacco Only,Inactive
7117,"50C Moredunvale road,  EH17 7RZ",Convenience Store,Moredun Enterprises Limited T/A Spar,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
7118,"Mormond Inn, 2 Water Street, Strichen AB43 6ST",Public House,Mormond Inn,Aberdeenshire,Tobacco Only,Active
7119,"Morningside Newsagents, 62 Morningside Road EH10 4BZ",Convenience Store,morningside mini mart ltd,"Edinburgh City, Midlothian",Tobacco And Nicotine Vapour Products,Active
7120,"62, Morningside Road EH10 4BZ",Convenience Store,Morningside News,Midlothian,Tobacco Only,Inactive
7121,"West Langlands Street,  KA1 2PY",Forecourt Garage,Wm Morrison Supermarkets Plc,East Ayrshire,Tobacco And Nicotine Vapour Products,Active
7122,"West Langlands Street,  KA1 2PY",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,East Ayrshire,Tobacco And Nicotine Vapour Products,Active
7123,"Hope Street,  FK1 5BU",Forecourt Garage,Wm Morrison Supermarkets Plc,Falkirk,Tobacco And Nicotine Vapour Products,Active
7124,"Hope Street,  FK1 5BU",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Falkirk,Tobacco And Nicotine Vapour Products,Active
7125,"Paisley Road, Cardonald G52 3TP",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7126,"16 Thread Street,  PA1 1GZ",Forecourt Garage,Wm Morrison Supermarkets Plc,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
7127,"16 Thread Street,  PA1 1GZ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
7128,"1 Afton Way,  DD4 8BR",Forecourt Garage,Wm Morrison Supermarkets Plc,Dundee City,Tobacco And Nicotine Vapour Products,Active
7129,"1 Afton Way,  DD4 8BR",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Dundee City,Tobacco And Nicotine Vapour Products,Active
7130,"3 Waterfront Broadway,  EH5 1SA",Forecourt Garage,Wm Morrison Supermarkets Plc,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
7131,"3 Waterfront Broadway,  EH5 1SA",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
7132,"New Park Street,  ML3 OBN",Forecourt Garage,Wm Morrison Supermarkets Plc,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7133,"New Park Street,  ML3 OBN",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7134,"Wm Morrison Supermarkets plc, 1 Retail Park South, Almondvale Road EH54 6GH",Forecourt Garage,Wm Morrison Supermarkets Plc,West Lothian,Tobacco And Nicotine Vapour Products,Active
7135,"Wm Morrison Supermarkets plc, 1 Retail Park South, Almondvale Road EH54 6GH",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,West Lothian,Tobacco And Nicotine Vapour Products,Active
7136,"Auchinlea Way,  G34 9JJ",Forecourt Garage,Wm Morrison Supermarkets Plc,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7137,"Auchinlea Way,  G34 9JJ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7138,"Napier Street,  PA5 8SF",Forecourt Garage,Wm Morrison Supermarkets Plc,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
7139,"Napier Street,  PA5 8SF",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
7140,"130 West North Street,  AB24 5AR",Forecourt Garage,Wm Morrison Supermarkets Plc,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
7141,"215 King Street,  AB24 5DA",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
7142,"Gartlea Road,  ML6 9JL",Forecourt Garage,Wm Morrison Supermarkets Plc,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7143,"Gartlea Road,  ML6 9JL",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7144,"Clackmannan Road,  FK10 1RQ",Forecourt Garage,Wm Morrison Supermarkets Plc,Clackmannanshire,Tobacco And Nicotine Vapour Products,Active
7145,"Clackmannan Road,  FK10 1RQ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Clackmannanshire,Tobacco And Nicotine Vapour Products,Active
7146,"Dalmore Road,  IV17 0UY",Forecourt Garage,Wm Morrison Supermarkets Plc,Highland,Tobacco And Nicotine Vapour Products,Active
7147,"Dalmore Road,  IV17 0UY",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Highland,Tobacco And Nicotine Vapour Products,Active
7148,"Hume Street,  DD11 1UH",Forecourt Garage,Wm Morrison Supermarkets Plc,Angus,Tobacco And Nicotine Vapour Products,Active
7149,"Hume Street,  DD11 1UH",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Angus,Tobacco And Nicotine Vapour Products,Active
7150,"Castlehill Road,  KA7 2HT",Forecourt Garage,Wm Morrison Supermarkets Plc,South Ayrshire,Tobacco And Nicotine Vapour Products,Active
7151,"Castlehill Road,  KA7 2HT",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,South Ayrshire,Tobacco And Nicotine Vapour Products,Active
7152,"John Street,  ML4 1RJ",Forecourt Garage,Wm Morrison Supermarkets Plc,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7153,"John Street,  ML4 1RJ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7154,"Glasgow Road,  G82 1QZ",Forecourt Garage,Wm Morrison Supermarkets Plc,West Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
7155,"Glasgow Road,  G82 1QZ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,West Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
7156,"Brooms Road,  DG1 2SH",Forecourt Garage,Wm Morrison Supermarkets Plc,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Active
7157,"Brooms Road,  DG1 2SH",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Active
7158,"Greenhill Road, Lindsayfield G75 9DE",Forecourt Garage,Wm Morrison Supermarkets Plc,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7159,"Greenhill Road, Lindsayfield G75 9DE",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7160,"Macneish Way,  G74 4TT",Forecourt Garage,Wm Morrison Supermarkets Plc,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7161,"Macneish Way,  G74 4TT",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7162,"Pilton Drive,  EH5 2HF",Forecourt Garage,Wm Morrison Supermarkets Plc,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
7163,"Pilton Drive,  EH5 2HF",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
7164,"New Swanston,  EH10 7JA",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
7165,"Gilmerton Road,  EH17 7JQ",Forecourt Garage,Wm Morrison Supermarkets Plc,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
7166,"Gilmerton Road,  EH17 7JQ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
7167,"4 Piersfield Terrace, Portbello Road EH8 7BQ",Forecourt Garage,Wm Morrison Supermarkets Plc,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
7168,"4 Piersfield Terrace, Portobello Road EH8 7BQ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
7169,"Gyle Avenue, South Gyle Broadway EH12 9JU",Forecourt Garage,Wm Morrison Supermarkets Plc,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
7170,"Gyle Avenue, South Gyle Broadway EH12 9JU",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
7171,"An Aird,  PH33 6AN",Forecourt Garage,Wm Morrison Supermarkets Plc,Highland,Tobacco And Nicotine Vapour Products,Active
7172,"An Aird,  PH33 6AN",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Highland,Tobacco And Nicotine Vapour Products,Active
7173,"Crow Road, Anniesland G13 1JD",Forecourt Garage,Wm Morrison Supermarkets Plc,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7174,"Crow Road, Anniesland G13 1JD",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7175,"Ravenswood Road,  G69 7HU",Forecourt Garage,Wm Morrison Supermarkets Plc,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7176,"Ravenswood Road,  G69 7HU",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7177,"Triangle Centre, Bishopbriggs G64 2TR",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,East Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
7178,"Bridge Street, Cambuslang G72 7EA",Forecourt Garage,Wm Morrison Supermarkets Plc,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7179,"Bridge Street, Cambuslang G72 7EA",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7180,"Riverford Road, Newlands G43 1PU",Forecourt Garage,Wm Morrison Supermarkets Plc,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7181,"Riverford Road, Newlands G43 1PU",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7182,"Flemington Road,  KY7 5QF",Forecourt Garage,Wm Morrison Supermarkets Plc,Fife,Tobacco And Nicotine Vapour Products,Active
7183,"Flemington Road,  KY7 5QF",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Fife,Tobacco And Nicotine Vapour Products,Active
7184,"Rue end Street,  PA15 1EL",Forecourt Garage,Wm Morrison Supermarkets Plc,Inverclyde,Tobacco And Nicotine Vapour Products,Active
7185,"Rue end Street,  PA15 1EL",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Inverclyde,Tobacco And Nicotine Vapour Products,Active
7186,"Mart Street,  TD9 9NQ",Forecourt Garage,Wm Morrison Supermarkets Plc,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
7187,"Mart Street,  TD9 9NQ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
7188,"Milburn Road,  IV2 3PX",Forecourt Garage,Wm Morrison Supermarkets Plc,Highland,Tobacco And Nicotine Vapour Products,Active
7189,"Milburn Road,  IV2 3PX",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Highland,Tobacco And Nicotine Vapour Products,Active
7190,"Blackhall Road,  AB51 4JP",Forecourt Garage,Wm Morrison Supermarkets Plc,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
7191,"Blackhall Road,  AB51 4JP",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
7192,"Irvine Road,  KA30 8JT",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,North Ayrshire,Tobacco And Nicotine Vapour Products,Active
7193," Neilston Road,  PA2 6QH",Forecourt Garage,Wm Morrison Supermarkets Plc,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
7194,"Falside Road,  PA2 6JE",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
7195,"Caledonain Road,  PH1 5XD",Forecourt Garage,Wm Morrison Supermarkets Plc,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
7196,"Caledonain Road,  PH1 5XD",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
7197,"Hay Crescent,  AB42 1HH",Forecourt Garage,Wm Morrison Supermarkets Plc,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
7198,"Hay Crescent,  AB42 1HH",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
7199,"Largo Road,  KY16 8PJ",Forecourt Garage,Wm Morrison Supermarkets Plc,Fife,Tobacco And Nicotine Vapour Products,Active
7200,"Largo Road,  KY16 8PJ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Fife,Tobacco And Nicotine Vapour Products,Active
7201,"Kilwinning Road,  KA20 3DE",Forecourt Garage,Wm Morrison Supermarkets Plc,North Ayrshire,Tobacco And Nicotine Vapour Products,Active
7202,"Kilwinning Road,  KA20 3DE",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,North Ayrshire,Tobacco And Nicotine Vapour Products,Active
7203,"Munro Road, Springkerse FK7 7UU",Forecourt Garage,Wm Morrison Supermarkets Plc,Stirling,Tobacco And Nicotine Vapour Products,Active
7204,"Munro Road, Springkerse FK7 7UU",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Stirling,Tobacco And Nicotine Vapour Products,Active
7205,"London Road,  DG9 8ES",Forecourt Garage,Wm Morrison Supermarkets Plc,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Active
7206,"London Road,  DG9 8ES",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Active
7207,"Dukes Road,  KA10 6QR",Forecourt Garage,Wm Morrison Supermarkets Plc,South Ayrshire,Tobacco And Nicotine Vapour Products,Active
7208,"Dukes Road,  KA10 6QR",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,South Ayrshire,Tobacco And Nicotine Vapour Products,Active
7209,"Kirk Road,  ML2 7BJ",Forecourt Garage,Wm Morrison Supermarkets Plc,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7210,"Kirk Road,  ML2 7BJ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7211,"Titwood Road, Crossmyloof G41 4DA",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7212,"Merkland Court,  G11 6BZ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7213,"Carmondean Centre,  EH54 8BT",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,West Lothian,Tobacco And Nicotine Vapour Products,Active
7214,"2 Linkston Way,  EH48 2XN",Forecourt Garage,Wm Morrison Supermarkets Plc,West Lothian,Tobacco And Nicotine Vapour Products,Active
7215,"2 Linkston Way,  EH48 2XN",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,West Lothian,Tobacco And Nicotine Vapour Products,Active
7216,"Bridgwater Shopping Centre,  PA8 7AA",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
7217,"Main Street,  KY4 9QW",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Fife,Tobacco And Nicotine Vapour Products,Active
7218,"42 John Street,  PA23 8BJ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Argyll and Bute,Tobacco And Nicotine Vapour Products,Active
7219,"Vincents Place,  ML11 7LA",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7220,"14 Eskbank Road,  EH22 1HQ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Midlothian,Tobacco And Nicotine Vapour Products,Active
7221,"5 Barrack Street,  G4 0TZ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7222,"439 Esplanade,  KY1 1SL",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Fife,Tobacco And Nicotine Vapour Products,Active
7223,"439 Esplanade, ,,  KY1 1SL",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Fife,Tobacco And Nicotine Vapour Products,Active
7224,"North Deeside Road,  AB31 5YR",Forecourt Garage,Wm Morrison Supermarkets Plc,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
7225,"North Deeside Road,  AB31 5YR",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
7226,"Fenwick Road, Giffnock G46 6AA",Forecourt Garage,Wm Morrison Supermarkets Plc,East Renfrewshire,Tobacco And Nicotine Vapour Products,Active
