ID,Address,Business Type,Company Name,Local Authorities,Products Sold,Status
5372,"100 Milton Road East,  EH15 2NP",Hotel,Samuel Solley Hotels,Edinburgh City,Tobacco Only,Active
5373,"348 Kings Parks Avenue,  G73 2AL",Convenience Store,Kings Park Avenue Post Office,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
5374,"273 castlemilk road,  G44 4LE",Convenience Store,BSD Convenience Ltd,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
5375,"281 castlemilk road, kingspark G44 4LE",Off-Licence,kings park off sales,South Lanarkshire,Tobacco Only,Inactive
5376,"51 Oswald Avenue,  FK3 9AF",Convenience Store,Kings road newsagents,Falkirk,Tobacco And Nicotine Vapour Products,Active
5377,"51 Oswald Avenue, Grangemouth FK3 9AF",Convenience Store,Kings Road Newsagents,Falkirk,Tobacco Only,Inactive
5378,"8 Kingsheath Avenue, Kingspark, Rutherglen G73 2DE",Convenience Store,Kings Supersave,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
5379,"352 Kings Park Avenue, Rutherglen G73 2AL",Other Catering,Punjabi curry ltd,South Lanarkshire,Tobacco Only,Active
5380,"6 south street, kingskettle KY15 7PL",Convenience Store,kingskettle post office,Fife,Tobacco Only,Active
5381,"195 KINGSKNOWE ROAD NORTH,  EH14 2DE",Public House,LOCAL INNS,Edinburgh City,Tobacco Only,Active
5382,"871 Aikenhead Rd, Glasgow G42 0NT",Forecourt Garage,ROC UK Ltd,Glasgow City,Tobacco Only,Active
5383,"1011 aikenhead road,  G44 4SD",Convenience Store,kpo 1011 limited,Glasgow City,Tobacco Only,Active
5384,"BP Service Station, Kingsway, East Kilbride G74 3DS",Forecourt Garage,GROVE RETAIL LTD,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
5385,"36 old perth road,  IV2 3RH",Forecourt Garage,kessock service station ltd,Highland,Tobacco And Nicotine Vapour Products,Active
5386,"36 Old Perth Road, Culcabock IV2 3RH",Forecourt Garage,Kingswell Service Station Ltd,Highland,Tobacco Only,Inactive
5387,"Unit 2 Kingswells Village Centre, Kingswells Avenue, Kingswells AB15 8TG",Convenience Store,The Co-operative Group Food Ltd,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
5388,"24 High Street,  PH21 1HR",Convenience Store,The Co-operative Group Food Ltd,Highland,Tobacco And Nicotine Vapour Products,Active
5389,"Kinlochewe,  IV22 2PA",Convenience Store,Kinlochewe Village Stores,Highland,Tobacco Only,Active
5390,"Kinloch Lodge Hotel Ltd, Sleat IV43 8QY",Hotel,Kinloch Lodge Ltd,Highland,Tobacco Only,Active
5391,"25 kinloch road,  PA28 6EG",Mobile Trade,zebra ices,Argyll and Bute,Tobacco Only,Active
5392,"Kinlochbervie, By Lairg IV27 4RP",Hotel,Kinlochbervie Hotel,Highland,Tobacco Only,Inactive
5393,"Kinlochewe Service Station, Kinlochewe IV22 2PA",Forecourt Garage,Kinlochewe Service Station Ltd,Highland,Tobacco Only,Inactive
5394,"Kinlochewe, Achnasheen IV22 2PA",Forecourt Garage,Kinlochewe Service Station,Highland,Tobacco And Nicotine Vapour Products,Active
5395,"20 Stevenson Terrace, Leven Road,  PH50 4RW",Convenience Store,The Co-operative Group Food Ltd,Highland,Tobacco And Nicotine Vapour Products,Active
5396,"Kinloss Country Golf Club, Kinloss IV36 2UB",Sports Club,kinloss country golf club,Moray,Tobacco Only,Active
5397,"Angus Road, Boness EH51 0BH",Sports Club,Cherwell Tobacco,Falkirk,Tobacco Only,Active
5398,"79 bridge street,  KY16 8AA",Other Catering,gvalente+son,Fife,Tobacco Only,Active
5399,"Main Street, Kinnesswood KY13 9HN",Convenience Store,The Garage,Perth and Kinross,Tobacco Only,Active
5400,"Kinniburgh, 9c Brisbane Street PA16 8LH",Convenience Store,Kinniburgh,Inverclyde,Tobacco Only,Active
5401,"26 Paisley Road West,  G51 1LB",Convenience Store,Kinning Park Mini Market,Glasgow City,Tobacco Only,Active
5402,"54-56 High Street,  KY13 8AN",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
5403,"AULT-A-CHRUINN, GLENSHIEL IV40 8HN",Other Retail,kintail crafts,Highland,Tobacco And Nicotine Vapour Products,Active
5404,"The Shop, Kintillo Road, Bridge of Earn PH2 9AZ",Convenience Store,Saishakthi ltd,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
5405,"Northern Road, Kintore AB51 0WL",Convenience Store,The Co-operative Group Food Ltd,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
5406,"West Balbithan, Kintore AB51 0UR",Sports Club,Kintore Golf Club,Aberdeenshire,Tobacco Only,Inactive
5407,"1 Northern Road,  AB51 0YL",Convenience Store,Kintore Post Office,Aberdeenshire,Tobacco Only,Active
5408,"unit E1 shawlands arcade, kilmarnock raod G41 3NN",Other Retail,kiosk,Glasgow City,Tobacco Only,Active
5409,"Kiosk, 16 Park Road G4 9JG",Convenience Store,Kiosk,Glasgow City,Tobacco Only,Active
5410,"34 annsfield road, eddlewood ML3 8BQ",Off-Licence,kiran's licensed grocer,South Lanarkshire,Tobacco Only,Active
5411,"38 Kirk Road,  EH48 1BP",Convenience Store,Kirk News,West Lothian,Tobacco Only,Active
5412,"266 -267 KIRK ROAD, WISHAW ML2 7BZ",Forecourt Garage,fine fuel co ltd,North Lanarkshire,Tobacco Only,Active
5413,"193 Dunearn Drive,  KY2 6LE",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,Fife,Tobacco And Nicotine Vapour Products,Active
5414,"B & M Bargians, 20 High Street KY1 1LU",Other Retail,B&M RETAIL,Fife,Nicotine Vapour Products Only,Inactive
5415,"The Steadings, 93 Bennochy Road KY2 5RB",Convenience Store,The Co-operative Group Food Ltd,Fife,Tobacco And Nicotine Vapour Products,Active
5416,"Lauder Road,  KY2 5BD",Convenience Store,The Co-operative Group Food Ltd,Fife,Tobacco And Nicotine Vapour Products,Active
5417,"1-5 Ralston Drive,  KY2 6HX",Convenience Store,The Co-operative Group Food Ltd,Fife,Tobacco And Nicotine Vapour Products,Active
5418,"Unit 3, 206 High Street,  KY1 1JT",Convenience Store,AMA Postmail Ltd,Fife,Tobacco And Nicotine Vapour Products,Active
5419,"Church Road,  DG9 0NW",Convenience Store,Glenluce Post Office and Store,Dumfries and Galloway,Tobacco Only,Inactive
5420,"1 Church Road, Kirkcolm DG9 0NW",Convenience Store,Kirkcolm Village Shop,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Active
5421,"34 Main Street, Kirkcowan DG8 0HG",Convenience Store,Firm of Brown and Gray,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Active
5422,"St Cuthbert Street,  DG6 4HZ",Convenience Store,The Co-operative Group Food Ltd,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Active
5423,"18 Upper Kirkgate,  AB10 1BA",Public House,Town Houses Ltd,Aberdeen City,Tobacco Only,Active
5424,"1A Kirkhill Place, Netherton ML2 0DB",Convenience Store,Kirkhill Stores,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
5425,"80 Waterside Road,  G66 3HG",Forecourt Garage,Certas Energy UK Limited,East Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
5426,"Townhead Kirkintilloch,  G66 3AA",Private Club,Kirkintilloch Miners Welfare,East Dunbartonshire,Tobacco Only,Active
5427,"18/22 Luggiebank Road,  G66 1LR",Private Club,Kirkintilloch Rangers Supporters Club,East Dunbartonshire,Tobacco Only,Active
5428,"135 Kirkland Walk, Methil KY8 2AD",Convenience Store,Kirkland Mini Market,Fife,Tobacco Only,Inactive
5429,"Kirkland Mini Market, 135 Kirkland Walk, Methil KY8 2AD",Convenience Store,Kirkland Mini Market,Fife,Tobacco And Nicotine Vapour Products,Active
5430,"40 Kirkland Street, Maybole KA19 7HD",Convenience Store,Kirkland Stores,South Ayrshire,Tobacco Only,Active
5431,"22, MAIN STREET EH29 9AA",Confectionary / Tobacconist / Newsagents,KIRKLISTON NEWS,Edinburgh City,Tobacco Only,Active
5432,"24 Patna Road, Kirkmichael KA19 7PJ",Convenience Store,Kirkmichael Community Shop and Cafe,South Ayrshire,Tobacco Only,Active
5433,"Main Street, Kirkmichael PH10 7NT",Convenience Store,Strathardle Trading,Perth and Kinross,Tobacco Only,Active
5434,"30 Thornton Road,  ML11 9QE",Public House,Kirkmuirhill Inn,South Lanarkshire,Tobacco Only,Inactive
5435,"Kirkmuirhill Pharmacy, 56 Thornton Road, Kirkmuirhill ML11 9QE",Other Retail,KIRKMUIRHILL PHARMACY,South Lanarkshire,Nicotine Vapour Products Only,Active
5436,"Penny Petroleum, Kirkmuirhill Service Station, 231 Carlisle Road, Kirkmuirhill ML11 9RE",Forecourt Garage,Penny Petroleum (Scotland) Ltd. ,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
5437,"17 London Street,  ML9 1AQ",Confectionary / Tobacconist / Newsagents,Kirks Newsagent,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
5438,"Longloch Dr, Kirkton DG1 1SW",Convenience Store,Kikrotn Stores,Dumfries and Galloway,Tobacco Only,Active
5439,"Pickaquoy Road,  KW15 1RR",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,Orkney Islands,Tobacco And Nicotine Vapour Products,Active
5440,"19 Albert Street,  KW15 1HP",Convenience Store,The Co-operative Group Food Ltd,Orkney Islands,Tobacco And Nicotine Vapour Products,Active
5441,"Kirkwall Airport,  KW15 1PH",Bulk Suppliers,Firm of ERJShortland,Orkney Islands,Tobacco Only,Active
5442,"60d woodside street,  ML5 5NJ",Convenience Store,kirkwood village store,North Lanarkshire,Tobacco Only,Active
5443,"37 westmuir street,  G31 5EL",Convenience Store,the wee shop,Glasgow City,Tobacco Only,Active
5444,"2 MARINE PRADE, KIRN PA23 8HE",Convenience Store,KIRN VARITY STORE LTD,Argyll and Bute,Tobacco Only,Active
5445,"Shielhill Road, Northmuir DD8 4LN",Sports Club,Kirriemuir Golf Club Ltd,Angus,Tobacco Only,Active
5446,"33 The Roods,  DD8 4HN",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,Angus,Tobacco And Nicotine Vapour Products,Active
5447,"Kirroughtree,  DG8 6AN",Hotel,McMillan Hotels,Dumfries and Galloway,Tobacco Only,Active
5448,"Eaglesfield,  DG11 3PQ",Public House,Craig Glendinning T/A Kirtle Inn,Dumfries and Galloway,Tobacco Only,Active
5449,"Kismet Kebab House, 5-7 Hanover Lane DG9 7RW",Other Catering,Highland Foods T/A Kismet Kebab House,Dumfries and Galloway,Tobacco Only,Active
5450,"BEDFORD ROAD, ABERDEEN AB24 3LJ",Other Retail,B&M RETAIL,Aberdeen City,Nicotine Vapour Products Only,Active
5451,"69-71 Powis terrace,  AB25 3PY",Public House,Kittybrewster Bar,Aberdeen City,Tobacco Only,Active
5452,"5/6 pennyburn road, killwinning KA3 6LB",Convenience Store,kwik saver,North Ayrshire,Tobacco Only,Active
5453,"52 Main Street,  KA13 6AQ",Off-Licence,KK Convenience Store,North Ayrshire,Tobacco And Nicotine Vapour Products,Active
5454,"Kk store , 182 Woodhall Avenue ML5 5DD",Convenience Store,Ms convenience store,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
5455,"The Corner Shop, 43 Maitland Street KY12 8AF",Off-Licence,corner shop,Fife,Tobacco And Nicotine Vapour Products,Active
5456,"73-75 Seagate,  DD1 2EH",Public House,Klozet,Dundee City,Tobacco Only,Inactive
5457,"21 Mill Street,  FK10 1DT",Nightclub,Cherwell Tobacco,Clackmannanshire,Tobacco Only,Active
5458,"Km convenience ltd, 7 William Street PA5 8DP",Convenience Store,KM Convenience ltd,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
5459,"campbeltown road,  PA29 6UA",Confectionary / Tobacconist / Newsagents,knap newsagent,Argyll and Bute,Tobacco And Nicotine Vapour Products,Active
5460,"77 Cameron Way`, Knightsridge EH54 8HF",Confectionary / Tobacconist / Newsagents,Knightsbridge East Post Office,West Lothian,Tobacco Only,Inactive
5461,"750 Anniesland Road, Knightswood Shopping Centre G14 0YU",Other Retail,Nicoventures Retail limited t/a VIP ,Glasgow City,Nicotine Vapour Products Only,Active
5462,"168 ARCHILL HILL, KNIGHTSWOOD G13 3JG",Confectionary / Tobacconist / Newsagents,KNIGHTSWOOD MINI MARKET,Glasgow City,Tobacco Only,Active
5463,"201 KNIGHTSWOOD ROAD,  G13 2EX",Confectionary / Tobacconist / Newsagents,KNIGHTSWOOD NEWS,Glasgow City,Tobacco Only,Active
5464,"756 anniesland rd,  G14 0YU",Confectionary / Tobacconist / Newsagents,knightswood newsagents,Glasgow City,Tobacco Only,Active
5465,"drummond terrace,  PH7 4AN",Hotel,hg hotels ltd,Perth and Kinross,Tobacco Only,Inactive
5466,"knockhill, Dumfermline KY12 9TF",Entertainment Venue,We Are PR Ltd,Fife,Tobacco Only,Active
5467,"42-44 MORVEN AVENUE,  KA3 2AD",Convenience Store,FIRM OF A&A,East Ayrshire,Tobacco Only,Active
5468,"Post Office, 42-44 Morven Avenue KA3 2AD",Convenience Store,knockinlaw post office and stores,East Ayrshire,Tobacco And Nicotine Vapour Products,Active
5469,"32A  KNOKINLAW ROAD,  KA3 1SG",Convenience Store,sanef,East Ayrshire,Tobacco Only,Active
5470,"146, HIGH STREET EH42 1JJ",Confectionary / Tobacconist / Newsagents,KNOX NEWSAGENTS,East Lothian,Tobacco Only,Active
5471,"Kolor King Paint Shop, 194 Main Street, Cambuslang G72 7EN",Other Retail,Kolor King,South Lanarkshire,Nicotine Vapour Products Only,Active
5472,"53 Charlotte Dundas Court,  FK3 9EB",Convenience Store,Konradek Limited T/A Mieszko,Falkirk,Nicotine Vapour Products Only,Active
5473,"103 Cardenden road,  KY5 0PD",Convenience Store,kooners,Fife,Tobacco Only,Inactive
5474,"29 Auchterderran Road, Lochgelly KY5 9DQ",Convenience Store,Kooners,Fife,Tobacco Only,Active
5475,"103 Cardenden Road, Cardenden KY5 0PD",Convenience Store,Kooners Keystore,Fife,Tobacco And Nicotine Vapour Products,Active
5476,"The Ko-Op, 202 Main Street, Slamannan FK1 3EJ",Off-Licence,ko-op supermarket,Falkirk,Tobacco And Nicotine Vapour Products,Active
5477,"37 burnbank road, hamilton ML3 9AQ",Convenience Store,korner express,South Lanarkshire,Tobacco Only,Inactive
5478,"37 Burbank road,  ML3 9AQ",Off-Licence,Burnbank foods limited ,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
5479,"171 princess street,  DD4 6DG",Convenience Store,a ghaffar,Dundee City,Tobacco Only,Inactive
5480,"62 KINGSTON STREET , TRADESTON G5 8BP",Other Retail,KOSHER GENETICS LTD,Glasgow City,Tobacco And Nicotine Vapour Products,Active
5481,"236 Portobello High Street, Portobello EH15 2AU",Convenience Store,Kost Konscious,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
5482,"48 Bridge Street,  AB11 6JN",Entertainment Venue,Davidson Vending,Aberdeen City,Tobacco Only,Inactive
5483,"K R K, 284-288 Woodlands Road G3 6NE",Convenience Store,KRK UK LTD,Glasgow City,Tobacco And Nicotine Vapour Products,Active
5484,"39 High Street,  PH7 3HT",Supermarket and Other Retail Outlets,ks commercial ltd,Perth and Kinross,Nicotine Vapour Products Only,Active
5485,"287 glasgow road hamilton,  ML3 0QG",Convenience Store,ks news agents ltd,South Lanarkshire,Tobacco Only,Inactive
5486,"23 Causeyside Street,  PA1 1UH",Convenience Store,Bismillaha and co Ltd T/A K's Newsagent.,Renfrewshire,Tobacco Only,Inactive
5487,"1418 Gallowgate,  G31 4DJ",Other Catering,KTST Ltd,Glasgow City,Tobacco Only,Active
5488,"20 Saltoun Square,  AB43 9DA",Convenience Store,Halushka Ltd,Aberdeenshire,Tobacco Only,Inactive
5489,"kubus, 20 Saltoun Square AB43 9DA",Convenience Store,kubus hasty ltd,Aberdeenshire,Tobacco Only,Active
5490,"290 Allison Street,  G42 8HD",Convenience Store,Kurdistan Mini Market ,Glasgow City,Tobacco Only,Active
5491,"6 MARKET STREET,  AB11 5NX",Mobile Trade,xpress21 limited,Aberdeen City,Nicotine Vapour Products Only,Active
5492,"58 Scotia crescent, larkhall ML9 1HN",Off-Licence,kwickeymart,South Lanarkshire,Tobacco Only,Active
5493,"204 hillhouse road,  ML3 9NS",Convenience Store,mohammed amir,South Lanarkshire,Tobacco Only,Inactive
5494,"151 Garrioch Road,  G20 8RH",Off-Licence,Sangha General Stores,Glasgow City,Tobacco Only,Active
5495,"5/6 pennyburn road, station plazz KA3 6LB",Convenience Store,kwik saver,North Ayrshire,Tobacco Only,Active
5496,"Kwikie Mart, 35 Greenhill Road PA3 1RN",Convenience Store,Kwikie-mart,Renfrewshire,Tobacco Only,Active
5497,"DORNOCH ROAD,  IV24 3EB",Convenience Store,Kyle Bakery LTD,Highland,Tobacco And Nicotine Vapour Products,Active
5498,"Troon Yacht Haven, Harbour Road KA10 6DJ",Other Retail,Kyle Chandlers,South Ayrshire,Tobacco Only,Inactive
5499,"Post Office, 3 Station Road IV40 8AE",Convenience Store,Kyle Mace Store,Highland,Tobacco And Nicotine Vapour Products,Active
5500,"28b kyle street,  KA7 1RZ",Other Retail,kyle newsagent,South Ayrshire,Tobacco Only,Active
5501,"1 Bridge Road,  IV40 8BH",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,Highland,Tobacco And Nicotine Vapour Products,Active
5502,"3 Station Road,  IV40 8AE",Convenience Store,Kyle Post Office & Mini Market,Highland,Tobacco Only,Inactive
5503,"22-26 Maybole Road,  KA7 2QA",Forecourt Garage,Ms Tanuja Sriharan,South Ayrshire,Tobacco And Nicotine Vapour Products,Inactive
5504,"15 Main Street, Tighnabruaich  PA21 2DR",Convenience Store,Kyles Premier Store ,Argyll and Bute,Tobacco And Nicotine Vapour Products,Active
5505,"Tummel Bridge,  PH16 5SB",Hotel,M.F Wells Hotels Ltd,Perth and Kinross,Tobacco Only,Active
5506,"40 Balvenie Street, Dufftown AB55 4AS",Off-Licence,L & C Mcbain,Moray,Tobacco And Nicotine Vapour Products,Active
5507,"132-134 HUTCHEON STREET,  AB25 3RU",Convenience Store,L&M KILMINSTER LTD T/A L&M STORES PREMIERE,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
5508,"223-227 Albert Street,  DD4 6QA",Convenience Store,L & S Retail (Dundee) Limited,Dundee City,Tobacco Only,Active
5509,"109 Fairhurst Road,  DG9 7QA",Convenience Store,Leafield Stores,Dumfries and Galloway,Tobacco Only,Inactive
5510,"11 High Main Street, Dalmellington KA6 7QN",Other Retail,L A Store,East Ayrshire,Nicotine Vapour Products Only,Active
5511,"65 Glenmanor Avenue, Moodiesburn G69 0LB",Convenience Store,l and a news,North Lanarkshire,Tobacco Only,Active
5512,"39 main street,  KY5 9AG",Other Retail,L & K VAPOURS,Fife,Nicotine Vapour Products Only,Active
5513,"22 Edinburgh Road,  EH26 8NW",Other Retail,L Rowland & Co (Retail) Limited,Midlothian,Nicotine Vapour Products Only,Active
5514,"32 Market Street,  AB41 9JD",Other Retail,L Rowland & Co (Retail) Limited,Aberdeenshire,Nicotine Vapour Products Only,Active
5515,"381a North Deeside Road,  AB15 9SX",Other Retail,L Rowland & Co (Retail) Limited,Aberdeen City,Nicotine Vapour Products Only,Active
5516,"The Square,  AB42 5EH",Other Retail,L Rowland & Co (Retail) Limited,Aberdeenshire,Nicotine Vapour Products Only,Active
5517,"27 John Street,  EH26 8HN",Other Retail,L Rowland & Co (Retail) Limited,Midlothian,Nicotine Vapour Products Only,Active
5518,"695 George Street,  AB25 3XP",Other Retail,L Rowland & Co (Retail) Limited,Aberdeen City,Nicotine Vapour Products Only,Active
5519,"Unit 10 Byron Square,  AB16 7LL",Other Retail,L Rowland & Co (Retail) Limited,Aberdeen City,Nicotine Vapour Products Only,Active
5520,"The City Hospital, Park Road AB24 5AU",Other Retail,L Rowland & Co (Retail) Limited,Aberdeen City,Nicotine Vapour Products Only,Active
5521,"6 Queens Buildings, Queensferry Road KY11 2RA",Other Retail,L Rowland & Co (Retail) Limited,Fife,Nicotine Vapour Products Only,Active
5522,"32 Castle Street,  DD6 9AF",Other Retail,L Rowland & Co (Retail) Limited,Fife,Nicotine Vapour Products Only,Active
5523,"144 Balmore Road,  G22 6LJ",Other Retail,L Rowland & Co (Retail) Limited,Glasgow City,Nicotine Vapour Products Only,Active
5524,"150 Bank Street,  ML5 1ET",Other Retail,L Rowland & Co (Retail) Limited,North Lanarkshire,Nicotine Vapour Products Only,Active
5525,"Unit 9 Abronhill Shopping Centre, Larch Road G67 3AZ",Other Retail,L Rowland & Co (Retail) Limited,North Lanarkshire,Nicotine Vapour Products Only,Active
5526,"69 Gilbertfield Street,  G33 3TT",Other Retail,L Rowland & Co (Retail) Limited,Glasgow City,Nicotine Vapour Products Only,Active
5527,"225 Springburn Way, Hillkirk Corner G21 1DU",Other Retail,L Rowland & Co (Retail) Limited,Glasgow City,Nicotine Vapour Products Only,Active
5528,"Unit 25, 210 Springburn Way,  G32 7YS",Other Retail,L Rowland & Co (Retail) Limited,Glasgow City,Nicotine Vapour Products Only,Active
5529,"1322 Shettleston Road, Eastbank G41 5RB",Other Retail,L Rowland & Co (Retail) Limited,Glasgow City,Nicotine Vapour Products Only,Active
5530,"116 Nithsdale Road,  G74 3BQ",Other Retail,L Rowland & Co (Retail) Limited,South Lanarkshire,Nicotine Vapour Products Only,Active
5531,"84 Calderwood Square, East Kilbride G74 3BQ",Other Retail,L Rowland & Co (Retail) Limited,South Lanarkshire,Nicotine Vapour Products Only,Active
5532,"6 St Leonards Square, East Kilbride G74 2JA",Other Retail,L Rowland & Co (Retail) Limited,South Lanarkshire,Nicotine Vapour Products Only,Active
5533,"19 Hunter Street, East Kilbride G74 2JA",Other Retail,L Rowland & Co (Retail) Limited,South Lanarkshire,Nicotine Vapour Products Only,Active
5534,"456 Paisley Road West,  G51 1PX",Other Retail,L Rowland & Co (Retail) Limited,Glasgow City,Nicotine Vapour Products Only,Active
5535,"9 Hairst Street,  PA4 8QU",Other Retail,L Rowland & Co (Retail) Limited,Renfrewshire,Nicotine Vapour Products Only,Active
5536,"29 Mount Oliphant Cres, Forehill KA7 3EN",Other Retail,L Rowland & Co (Retail) Limited,South Ayrshire,Nicotine Vapour Products Only,Active
5537,"Unit 2 Greenlaw Village, Newton Mearns G77 6NP",Other Retail,L Rowland & Co (Retail) Limited,East Renfrewshire,Nicotine Vapour Products Only,Active
5538,"48 West Princes Street,  G84 8UG",Other Retail,L Rowland & Co (Retail) Limited,Argyll and Bute,Nicotine Vapour Products Only,Active
5539,"83 High Street, Forres IV36 1AA",Other Retail,L Rowland & Co (Retail) Limited,Moray,Nicotine Vapour Products Only,Active
5540,"1 Keppoch Road, Culloden IV2 7LL",Other Retail,L Rowland & Co (Retail) Limited,Highland,Nicotine Vapour Products Only,Active
5541,"Rowlands Pharmacy, 54 Grant Street IV3 8BS",Other Retail,L Rowland & Co (Retail) Limited,Highland,Nicotine Vapour Products Only,Active
5542,"Park Pharmacy Ltd, Unit 2, Balloan Park IV2 4PF",Other Retail,L Rowland & Co (Retail) Limited,Highland,Nicotine Vapour Products Only,Active
5543,"Unit 12 Regents Way,  KY11 9YD",Other Retail,L Rowland & Co (Retail) Limited,Fife,Nicotine Vapour Products Only,Active
5544,"5 South Street,  EH51 0EA",Other Retail,L Rowland & Co (Retail) Limited,"Falkirk, Fife",Nicotine Vapour Products Only,Active
5545,"Rowlands, 16 Charlotte Dundas Court FK3 9EA",Other Retail,L Rowland & Co (Retail) Limited,Falkirk,Nicotine Vapour Products Only,Active
5546,"Rowlands Pharmacy, 5A Featherhall Avenue EH12 7TG",Other Retail,L Rowland & Co (Retail) Limited,Edinburgh City,Nicotine Vapour Products Only,Active
5547,"Rowlands Pharmacy, 72-74 Ballindean Road DD4 8NU",Other Retail,L Rowland & Co (Retail) Limited,Dundee City,Nicotine Vapour Products Only,Active
5548,"L Rowland & Co, 45-47 Bonnygate KY15 4BY",Other Retail,L Rowland & Co (Retail) Limited,Fife,Nicotine Vapour Products Only,Active
5549,"Rowlands Pharmacy, 42 High Street, Auchtermuchty KY14 7AP",Other Retail,L Rowland & Co (Retail) Limited,Fife,Nicotine Vapour Products Only,Active
5550,"Tayview Medical Practice, 16 Victoria Street DD6 8DJ",Other Retail,L Rowland & Co (Retail) Limited,Fife,Nicotine Vapour Products Only,Active
5551,"Kinross Pharmacy, 61 High Street KY13 8AA",Other Retail,L Rowland & Co (Retail) Limited,Perth and Kinross,Nicotine Vapour Products Only,Active
5552,"Rowlands Chemist, 48 High Street EH19 2AB",Other Retail,L Rowland & Co (Retail) Limited,Midlothian,Nicotine Vapour Products Only,Active
5553,"Rowlands Pharmacy, 55 Clerk Street EH20 9RE",Other Retail,L Rowland & Co (Retail) Limited,Midlothian,Nicotine Vapour Products Only,Active
5554,"Lade Side Crescent, Stenhousemuir FK5 3DQ",Confectionary / Tobacconist / Newsagents,Star Arcadia Ltd t/a L&A Foodstore,Falkirk,Tobacco Only,Inactive
5555,"Ladeside Crescent, Stenhousemuir FK5 3DG",Convenience Store,L&A food store,Falkirk,Tobacco Only,Inactive
5556,"Ladeside crescent stenhousemuir Larbert,  FK5 3DQ",Confectionary / Tobacconist / Newsagents,L&A food store,Falkirk,Tobacco And Nicotine Vapour Products,Active
5557,"14 SUMMERHILL COURT,  AB15 6TW",Convenience Store,L&M KILMINSTER LTD T/A L&M STORES PREMIERE,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
5558,"51 mclelland drive,  KA1 1SG",Convenience Store,l&j newsagent ltd,East Ayrshire,Tobacco Only,Inactive
5559,"30 Regent Quay, Regent Bridge Bar AB11 5AH",Public House,L&L Enterprises,Aberdeen City,Tobacco Only,Active
5560,"245 High Street, Linlithgow EH49 7EN",Other Catering,L&P Cabrelli,West Lothian,Tobacco Only,Active
5561,"11 Southcraig Holding, Glasgow Road KA3 6AB",Mobile Trade,L Minchella,East Ayrshire,Tobacco Only,Active
5562,"15 GLASGOW ROAD DENNYLOANHEAD, BONNYBRIDGE FK4 1QS",Confectionary / Tobacconist / Newsagents,L.A.R NEWS,Falkirk,Tobacco Only,Active
5563,"137 Hawthorn Street,  G81 3NH",Convenience Store,L.S. EXPRESS,West Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
5564,"30 Gavin Street, Motherwell ML1 2RJ",Other Retail,L.S.Swan Newsagents,North Lanarkshire,Tobacco Only,Active
5565,"43 Vice Street,  FK1 1LL",Public House,La Banca Tapas Ltd,Falkirk,Tobacco Only,Inactive
5566,"11, Drumsheugh Place EH3 7PT",Restaurant,La Campagnola,Edinburgh City,Tobacco Only,Active
5567,"Carmondean Centre, Carmondean Road EH54 8PT",Other Catering,La Capanna,West Lothian,Tobacco Only,Active
5568,"9-13 high street lochwinnoch,  PA12 4DB",Other Catering,la dolce vita,Renfrewshire,Tobacco Only,Active
5569,"36, Laurel Avenue IV3 5RP",Off-Licence,LA Food Centre,Highland,Tobacco Only,Inactive
5570,"La Food Centre, 36 Laurel Avenue IV3 5RP",Convenience Store,BARNEYS,Highland,Tobacco And Nicotine Vapour Products,Active
5571,"123 La Porte Precinct,  FK3 8AW",Other Catering,La Gondola Ltd,Falkirk,Tobacco Only,Active
5572,"5 Caskieberran Road,  KY6 2NR",Other Catering,La Padella Fish Bar,Fife,Tobacco Only,Active
5573,"145 Main Street,  KY4 0AQ",Other Catering,La Riviera Fish Bar,Fife,Tobacco Only,Active
5574,"13 Swan Street ,  DD9 6EE",Other Retail,ecigs-scotland,Angus,Nicotine Vapour Products Only,Inactive
5575,"La Spezia, 59 Bighty Avenue KY7 5AD",Other Catering,k laidlaw ltd,Fife,Tobacco Only,Active
