"","Address","BusinessType","ProductSold","CompanyName","Status"
"225","Main Street, Aberfoyle FK8 3UG, Scotland","Stirling","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"226","Abergeldie Bar, 504 Holburn Street AB10 7LY, Scotland","Aberdeen City","Tobacco Only","Ods aberdeen ltd","Active"
"227","2-6 wellesley road, methil KY8 3AE, Scotland","Fife","Tobacco Only","aberhill news","Inactive"
"228","Aberlady Post Office, 27, High Street EH32 0RA, Scotland","East Lothian","Tobacco Only","Aberlady Post Office","Active"
"229","10a High Street,  EH32 0RB, Scotland","East Lothian","Tobacco Only","Aberlady Village Store Ltd","Active"
"230","91 High Street, Charleston AB38 9QB, Scotland","Moray","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"231","High Street,  AB38 9PB, Scotland","Moray","Tobacco Only","Aberlour Filling Station","Active"
"232","26 Main Street, Abernethy PH2 9JL, Scotland","Perth and Kinross","Tobacco Only","Abernethy Licensed Store","Active"
"233","M74 Services, Abington ML12 6RG, Scotland","South Lanarkshire","Tobacco Only","Welcome Break Group Ltd","Inactive"
"234","87 Carlisle Road, Abington ML12 6SD, Scotland","South Lanarkshire","Tobacco And Nicotine Vapour Products","Abington General Store","Active"
"235","M74 Motorway, Abington ML12 6RG, Scotland","South Lanarkshire","Tobacco Only","Welcome Break Group Ltd","Active"
"236","129 Bath Street,  G2 2SZ, Scotland","Glasgow City","Tobacco Only","Art House Glasgow Ltd","Active"
"237","Charlestown Road,  AB34 5HS, Scotland","Aberdeenshire","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"238","Main Road,  AB34 5HR, Scotland","Aberdeenshire","Tobacco And Nicotine Vapour Products","Aboyne Service Station Ltd","Active"
"239","Newbrig News, 13 Sandgate KA7 1BG, Scotland","South Ayrshire","Tobacco And Nicotine Vapour Products","Mehar News Ltd t/a city news","Inactive"
"240","174 edinburgh road, shotts,  ML7 5PT, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","Abrar Ahmad","Active"
"241"," Forest Road, Cumbernauld G67 3PD, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","M Malik  Ltd.","Active"
"242","222 Middleton Road,  M8 4NA, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","Amazing beauty salon limited ","Inactive"
"243","ABV Craft Drinks, 22 Dee Street AB31 5ST, Scotland","Aberdeenshire","Tobacco Only","Ab mixology ltd","Active"
"244","1117 a pollokshaws road, shawlands G41 3YH, Scotland","Glasgow City","Tobacco Only","academy news ltd","Active"
"245","belgowan street, Motherwell Food Park ML4 3LB, Scotland","North Lanarkshire","Tobacco Only","Ace Catering","Active"
"246","Main Street,  PH36 4JY, Scotland","Highland","Tobacco Only","Acharacle village store","Active"
"247","Achiltibuie,  IV26 2YG, Scotland","Highland","Tobacco Only","Achiltibuie Stores","Active"
"248","120 acre road, maryhill G20 0TN, Scotland","Glasgow City","Tobacco Only","acre stores","Active"
"249","39-41 King Street,  PH7 3AX, Scotland","Perth and Kinross","Tobacco Only","Adam Boyd Newsagents","Active"
"250","84 Howe Road, Kilsyth G65 0LP, Scotland","North Lanarkshire","Tobacco Only","Adam Newsagent","Active"
"251","6 St. Mungos Road , Kiosk north bus-stop G67 1AA, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","Adam's","Active"
"252","8/10 ADAMS AVENUE,  KA21 6AL, Scotland","North Ayrshire","Tobacco Only","ADAMS AVE NEWSAGENTS","Active"
"253","109 Langee Drive,  TD1 2EA, Scotland","Scottish Borders","Tobacco Only","Adam's Ices","Inactive"
"254","190 Byres Road, West End G12 8SN, Scotland","Glasgow City","Tobacco Only","ADAMS NEWS","Active"
"255","46 Loganlea Road,  EH55 8HS, Scotland","West Lothian","Tobacco And Nicotine Vapour Products","Addiewell Post Office and General Store","Active"
"256","1A Kirkhill Loganlea, Addiewell, EH55 8HN, Scotland","West Lothian","Tobacco Only","Addiewell Superstore Ltd","Active"
"257","88 deedes st,  ML6 9AF, Scotland","North Lanarkshire","Tobacco Only","adelles","Inactive"
"258","88 deedes Street,  ML6 9AF, Scotland","North Lanarkshire","Tobacco Only","Adelles Too","Active"
"259","62-64, BEDFORD ROAD AB24 5LP, Scotland","Aberdeen City","Tobacco Only","Sunnys Aberdeen Limited","Inactive"
"260","62-64, Bedford Road AB24 3LP, Scotland","Aberdeen City","Tobacco And Nicotine Vapour Products","Moony Ltd.","Active"
"261","121 Coupar Angus Road, Muirhead DD2 5QN, Scotland","Angus","Tobacco And Nicotine Vapour Products","adils convenience store","Active"
"262","74/75 cameron way, knightsridge EH54 8HF, Scotland","West Lothian","Tobacco Only","Adolfo's","Active"
"263","148 KING STREET,  AB24 5BD, Scotland","Aberdeen City","Tobacco Only","Adrian and Co Stores Ltd","Inactive"
"264","10 Main Street, Leuchars KY16 0HN, Scotland","Fife","Tobacco Only","Aero Cafe","Active"
"265","50a moredunvale road,  EH17 7RZ, Scotland","Edinburgh City","Tobacco Only","afe minimart","Inactive"
"266","A F E Minimart, 50A Moredunvale Road EH17 7RZ, Scotland","Edinburgh City","Tobacco And Nicotine Vapour Products","Afe Minimart","Active"
"267","30 Murray Place,  FK8 2DD, Scotland","Stirling","Tobacco Only","Number One","Inactive"
"268","30 MURRAY PLACE,  FK8 2DD, Scotland","Stirling","Tobacco Only","Baumgarten Ltd","Inactive"
"269","After 8, 27 Dumbarton Road FK8 2LQ, Scotland","Stirling","Tobacco And Nicotine Vapour Products","LMC Retail Ltd","Inactive"
"270","Afton Road, Kildrum G67 2EU, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","Afton Road Mini Market","Active"
"271","70 Castle, New Cumnock KA18 4AH, Scotland","East Ayrshire","Tobacco Only","Afton Service Station","Inactive"
"272","29-31 Main Street,  KA24 5DP, Scotland","North Ayrshire","Nicotine Vapour Products Only","AG Computer Systems","Active"
"273","140 warwick, calderwood G74 3PY, Scotland","South Lanarkshire","Tobacco Only","aga household goods","Inactive"
"274","375a Victoria Road,  G42 8RZ, Scotland","Glasgow City","Tobacco Only","Agha News","Active"
"275","3 HIgh Craigends, Kilsyth G65 0NS, Scotland","North Lanarkshire","Tobacco Only","Agha's Store","Inactive"
"276","122 Barns Street, Clydebank G81 1RB, Scotland","West Dunbartonshire","Tobacco Only","Ahmad Brothers","Active"
"277","38 Whitfield Terrace,  DD4 0BR, Scotland","Dundee City","Tobacco And Nicotine Vapour Products","Ahmad Grocers","Active"
"278","20 Craigbank Drive, Nitshill G53 6RA, Scotland","Glasgow City","Tobacco Only","Ahmad Newsagents","Active"
"279","130 Main Street, Baillieston G69 6AE, Scotland","Glasgow City","Tobacco Only","Ahmad Newsagents","Active"
"280","94 Craigentinny Road,  EH7 6RN, Scotland","Edinburgh City","Tobacco Only","Ahmed Convenience Store","Inactive"
"281","94 Craigentinny Road,  EH7 6RN, Scotland","Edinburgh City","Tobacco And Nicotine Vapour Products","AQQA CONVENIENCE STORE","Active"
"282","98 Main Street, Calderbank ML6 9SH, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","Ahmed general store","Active"
"283","Ahmad Newsagent, 130 Main Street, Baillieston G69 6AE, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","Ahmed Newsagents","Active"
"284","98 Main Street, Main Street Calderbank ML6 9QU, Scotland","North Lanarkshire","Tobacco Only","Ahmed's General Store","Inactive"
"285","130 Victoria Road,  DD1 2QW, Scotland","Dundee City","Tobacco Only","Ahmed's Newsagents","Active"
"286","45, broomlea crescent PA4 9LG, Scotland","Renfrewshire","Tobacco Only","ahsan's bargain store","Active"
"287","505 Aikenhead Road,  G42 0PN, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","Certas Energy UK Limited","Active"
"288","32, BELL STREET,  KY16 9UX, Scotland","Fife","Tobacco Only","Sanderson Vending Limited t/a Select Vending","Active"
"289","222 Airbles Street,  ML1 1XF, Scotland","North Lanarkshire","Tobacco Only","Airbles Newsagents & Grocers","Active"
"290","96 Middleton Street, 0/3 G51 1AE, Scotland","Glasgow City","Tobacco Only","Airdon LTD","Active"
"291","B & M Bargains, Unit 1, Airdrie Retail Park, Gartlea Road ML6 9JB, Scotland","North Lanarkshire","Nicotine Vapour Products Only","B&M RETAIL","Active"
"292","Post Office, 20 Bank Street ML6 6AF, Scotland","North Lanarkshire","Tobacco Only","amidz ltd","Active"
"293","34-42 stirling street, airdrie ML6 0AH, Scotland","North Lanarkshire","Tobacco Only","airdrie discount store","Active"
"294","88 Stirling Street,  ML6 0AS, Scotland","North Lanarkshire","Tobacco Only","Airdrie Mini Market ","Active"
"295","34A Stirling Street,  ML6 0AH, Scotland","North Lanarkshire","Nicotine Vapour Products Only","Airdrie mobile and vape","Active"
"296","109 Graham Street, Airdrie ML6 6DE, Scotland","North Lanarkshire","Tobacco Only","Meerina Ltd T/A Airdrie Newsagents","Inactive"
"297","50 Broomknoll Street,  ML6 6BN, Scotland","North Lanarkshire","Tobacco Only","Breakfast Express","Active"
"298","The cross, Airth FK2 8PN, Scotland","Falkirk","Tobacco Only","Airth bakers","Active"
"299","New Tannery Garage, Grangemouth Road FK2 9DD, Scotland","Falkirk","Tobacco And Nicotine Vapour Products","AiS003 Filling Station","Active"
"300","Toab, Kirkwall KW17 2QG, Scotland","Orkney Islands","Tobacco Only","T.G. Cromarty","Inactive"
"301","10 Trinity Street,  AB11 5LY, Scotland","Aberdeen City","Tobacco Only","Brimarus Ltd","Active"
"302","53 Whiteford Avenue, Bellsmyre G82 3JN, Scotland","West Dunbartonshire","Tobacco Only","Serve and Save","Active"
"303","39 - 43 GLENBERVIE ROAD, TORRY AB11 9JE, Scotland","Aberdeen City","Tobacco Only","AITKENS BAKERY","Active"
"304","83, Carlisle Road, Crawford ML12 6TO, Scotland","South Lanarkshire","Tobacco Only","Ajays","Active"
"305","42 BARTON PLACE,  KY6 2PS, Scotland","Fife","Tobacco Only","AK BROTHER","Inactive"
"306","106 Wellesley Road,  KY8 1HT, Scotland","Fife","Tobacco And Nicotine Vapour Products","gooddeal daytoday thonrton","Active"
"307","84-90 Leith Walk,  EH6 5HB, Scotland","Edinburgh City","Tobacco Only","akdeniz supermarket ltd","Active"
"308","70/72 Raeburn Place Stockbridge,  EH4 1HJ, Scotland","Edinburgh City","Tobacco Only","Akram & son","Active"
"309","32a, church street IV1 1EH, Scotland","Highland","Tobacco Only","Akz inverness","Inactive"
"310","42 Polwarth Crescent,  EH11 1HL, Scotland","Edinburgh City","Tobacco Only","Al Halal","Inactive"
"311","69-71 Grahams Road,  FK2 7DJ, Scotland","Falkirk","Tobacco Only","AFC fast food LTD","Active"
"312","6 HIGH STREET,  G82 1LL, Scotland","West Dunbartonshire","Tobacco Only","KISSAKHANI ASIAN FOODS LTD","Active"
"313","59 main street, ruthertglen G73 2JH, Scotland","South Lanarkshire","Tobacco Only","aladdin tandoori","Inactive"
"314","The Square,  IV14 9DW, Scotland","Highland","Tobacco Only","Aladdin's Cave","Inactive"
"315","2 Inaclete Road,  HS1 2RB, Scotland","Comhairle nan Eilean Siar","Nicotine Vapour Products Only","aladinns cave","Active"
"316","1 Drumlanrig Place,  TD9 0AY, Scotland","Scottish Borders","Tobacco Only","Alan Shiel Limited","Inactive"
"317","13 Allan's Hill,  KA9 7BB, Scotland","South Ayrshire","Tobacco Only","Alan's Ices","Active"
"318","66 linkwood drive, drumchapel G21 3PH, Scotland","Glasgow City","Tobacco Only","alan's takeaway","Active"
"319","66 Linkwood drive, Drumchapel G15 7DN, Scotland","Glasgow City","Tobacco Only","alan's takeaway","Active"
"320","19 Chalmers Street,  KY12 8AT, Scotland","Fife","Tobacco Only","Alari's Restaurant & Take-Away","Active"
"321","30 Countess Street,  KA21 5HW, Scotland","North Ayrshire","Nicotine Vapour Products Only","TVG Retail Services","Active"
"322","29 albany street,  PA34 4AL, Scotland","Argyll and Bute","Tobacco And Nicotine Vapour Products","albany","Active"
"323","Albert Street,  AB43 9JJ, Scotland","Aberdeenshire","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"324","506, alexandria parade G31 3BQ, Scotland","Glasgow City","Tobacco Only","bagri enterprises ltd","Active"
"325","Alberto's, 17 Summerhill Road AB15 6HJ, Scotland","Aberdeen City","Tobacco And Nicotine Vapour Products","Albertos ","Active"
"326","17 Summerhill Road,  AB15 6HJ, Scotland","Aberdeen City","Tobacco Only","Albertos Convenience Store","Inactive"
"327","67 dumbiedykes road,  EH8 9UT, Scotland","Edinburgh City","Tobacco Only","alberts general store","Inactive"
"328","190 EASTER ROAD,  EH7 5QH, Scotland","Edinburgh City","Tobacco Only","MINI MARKET","Inactive"
"329","49 Albion Road,  EH7 5QP, Scotland","Midlothian","Tobacco Only","Albion Grocers","Active"
"330","269 Alderman Road,  G13 3AY, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"331","Alderston Pharmacy, 6 Alderston Drive KY12 0XU, Scotland","Fife","Nicotine Vapour Products Only","alderston pharmacy","Active"
"332","160 Main Street, East Calder EH53 0HE, Scotland","West Lothian","Tobacco Only","ALDO`S FISH BAR","Active"
"333","8 east main street, uphall EH52 5DA, Scotland","West Lothian","Tobacco Only","AGD Takeaways Ltd","Active"
"334","42 Main Street, Longridge EH47 8AD, Scotland","West Lothian","Tobacco Only","Aldo's","Active"
"335","1 Byres Road,  KA13 6JY, Scotland","North Ayrshire","Tobacco Only","Aldo's Fish & Chicken Bar","Active"
"336","Unit 4 Sighthill Shopping Centre,  EH11 4AW, Scotland","Edinburgh City","Tobacco Only","Aldos Takeaway","Active"
"337","4a Springfield Quay,  G5 8NP, Scotland","Glasgow City","Tobacco Only","London Club Glasgow (Management) Ltd","Active"
"338","142 Argyll Street, Dunoon PA23 7NA, Scotland","Argyll and Bute","Tobacco Only","Alex Davidson","Inactive"
"339","5 & 9 Browns Buildings, Lerwick ZE1 0HJ, Scotland","Shetland Islands","Tobacco Only","Alex Morrisons","Inactive"
"340","Alex Morrison Grocers, 5-9 Browns Buildings, Burgh Road, Lerwick ZE1 0HJ, Scotland","Shetland Islands","Tobacco And Nicotine Vapour Products","NAT (Shetland) Limited","Active"
"341","63 High Street, Edzell DD9 7TA, Scotland","Angus","Tobacco Only","Alex Robertson","Active"
"342","159, low waters road ML3 7QQ, Scotland","South Lanarkshire","Tobacco Only","alex young bakers","Active"
"343","97 Camperdown Road,  DD3 8RF, Scotland","Dundee City","Tobacco Only","Alexander Johnston and Sons","Inactive"
"344","560 Holburn Street,  AB10 7LJ, Scotland","Aberdeen City","Tobacco Only","Alexanders","Active"
"345","18a Preston Road,  EH49 6HE, Scotland","West Lothian","Tobacco Only","Alexanders Convenience Store","Active"
"346","85 Haymarket Terrace,  EH12 5HD, Scotland","Edinburgh City","Tobacco Only","Alexanders Dairy","Inactive"
"347","2 Mitchell Way,  G83 0LW, Scotland","West Dunbartonshire","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"348","98-100 Main St, Alexandria G83 0PB, Scotland","West Dunbartonshire","Tobacco And Nicotine Vapour Products","ZMB Ltd","Active"
"349","24 kings street,  KY11 1NB, Scotland","Fife","Tobacco And Nicotine Vapour Products","Alex's Wine Store","Active"
"350","41 Grangemouth road,  FK2 9AA, Scotland","Falkirk","Tobacco And Nicotine Vapour Products","Alfatoner/Alfavapour","Active"
"351","Unit H9 Callendar square shopping centre, Falkirk,  FK1 1UJ, Scotland","Falkirk","Tobacco And Nicotine Vapour Products","Alfatoner/Alfavapour","Active"
"352","High street, Earlston TD4 6BS, Scotland","Scottish Borders","Tobacco Only","Alfonso's","Inactive"
"353","Mart Road,  AB33 8BZ, Scotland","Aberdeenshire","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"354","Victoria Building, 6a Donside Road,  AB33 8WB, Scotland","Aberdeenshire","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"355","St Mary's, Holm,  KW17 2RU, Scotland","Orkney Islands","Tobacco Only","Alfred Flett Ltd","Active"
"356","250-252 Albert Drive, Pollokshields G41 2NL, Scotland","Glasgow City","Tobacco Only","K2 HALAL MEAT LTD","Active"
"357","62a-64a Kylemore Crescent, Forgewood ML1 3XA, Scotland","North Lanarkshire","Tobacco Only","Ali & Son","Inactive"
"358","71 /73 Abbeygreen, Lesmahagow ML11 0EF, Scotland","South Lanarkshire","Tobacco And Nicotine Vapour Products","Ali & Sons","Active"
"359","10 / 14 Main Street, Symington ML12 6LJ, Scotland","South Lanarkshire","Tobacco And Nicotine Vapour Products","Ali & Sons","Active"
"360","2 Brunstane Bank,  EH15 2NR, Scotland","Edinburgh City","Tobacco Only","Ali and son","Active"
"361","64a Kylemore Crescent, Forgewood ML1 3XA, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","Ali & Son","Active"
"362","21-23 Tullideph Road,  DD2 2JD, Scotland","Dundee City","Tobacco Only","Ali and Sons","Inactive"
"363","17/19  hallhill road, spateston PA5 0SA, Scotland","Renfrewshire","Tobacco Only","ali and sons spateston limited","Inactive"
"364","148 Market Street,  AB11 5PP, Scotland","Aberdeen City","Tobacco Only","Ali Baba Ventures Ltd","Active"
"365","31/33 McNeil Avenue, Loanhead EH20 9LR, Scotland","Midlothian","Tobacco Only","ALi Brothers","Active"
"366","129 Sinclair Drive,  G42 9SN, Scotland","Glasgow City","Tobacco Only","Ali Brothers","Active"
"367","4 Silk Street,  PA1 1HG, Scotland","Renfrewshire","Tobacco Only","Ali Fish and Chip Bar","Active"
"368","Fairfield Road, Sauchie FK10 3DB, Scotland","Clackmannanshire","Tobacco And Nicotine Vapour Products","Ali Food Store","Active"
"369","3 Hearth Place,  KA18 1JB, Scotland","East Ayrshire","Tobacco And Nicotine Vapour Products","keystore merlin park ","Active"
"370","Alis Kebab House, 887 Shettleston Road G32 7NT, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","Eastend fastfood Ltd","Active"
"371","49 Whitburn Road,  EH48 1HE, Scotland","West Lothian","Tobacco Only","Ali Store","Active"
"372","Ali's Store, Hearth Place KA18 1JB, Scotland","East Ayrshire","Tobacco Only","Ali's Superstore","Inactive"
"373","69-71 Duke Street,  FK6 6NS, Scotland","Falkirk","Tobacco And Nicotine Vapour Products","Ali’s Licensed Grocers","Active"
"374","17, main street EH47 8BA, Scotland","West Lothian","Tobacco Only","alibrothers","Active"
"375","76 White Street, Whitburn EH47 0BQ, Scotland","West Lothian","Tobacco Only","Aligrocer","Inactive"
"376","707 pollokshaws rd,  G41 2AA, Scotland","Glasgow City","Tobacco Only","alims newsagent","Active"
"377","169 Easter Road,  EH7 5QB, Scotland","Edinburgh City","Tobacco Only","Ali's Convenience Store","Inactive"
